"orderNumber","orderDate","requiredDate","shippedDate","status","comments","customerNumber","OrderPriority","Year","Month","ShipMode"
"382936465","2012-01-29","0000-00-00",NULL,,NULL,"0","C","2012.0","1.0",NULL
"382945907","2014-07-02","0000-00-00",NULL,,NULL,"0","C","2014.0","7.0",NULL
"382949340","2016-10-03","0000-00-00",NULL,,NULL,"0","C","2016.0","10.0",NULL
"382957494","2012-08-27","0000-00-00",NULL,,NULL,"0","H","2012.0","8.0",NULL
"382960498","2012-09-26","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"383005130","2011-10-20","0000-00-00",NULL,,NULL,"0","H","2011.0","10.0",NULL
"383012855","2013-02-03","0000-00-00",NULL,,NULL,"0","L","2013.0","2.0",NULL
"383013284","2015-04-09","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"383022725","2010-02-13","0000-00-00",NULL,,NULL,"0","L","2010.0","2.0",NULL
"383025300","2015-08-08","0000-00-00",NULL,,NULL,"0","L","2015.0","8.0",NULL
"383064782","2011-04-11","0000-00-00",NULL,,NULL,"0","H","2011.0","4.0",NULL
"383079802","2011-09-09","0000-00-00",NULL,,NULL,"0","M","2011.0","9.0",NULL
"383081519","2012-10-25","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"383097827","2012-03-08","0000-00-00",NULL,,NULL,"0","C","2012.0","3.0",NULL
"383130872","2013-02-03","0000-00-00",NULL,,NULL,"0","M","2013.0","2.0",NULL
"383133018","2016-05-25","0000-00-00",NULL,,NULL,"0","L","2016.0","5.0",NULL
"383163487","2011-10-29","0000-00-00",NULL,,NULL,"0","C","2011.0","10.0",NULL
"383168637","2015-03-19","0000-00-00",NULL,,NULL,"0","M","2015.0","3.0",NULL
"383175504","2012-02-27","0000-00-00",NULL,,NULL,"0","H","2012.0","2.0",NULL
"383190524","2012-07-26","0000-00-00",NULL,,NULL,"0","M","2012.0","7.0",NULL
"383193528","2012-08-26","0000-00-00",NULL,,NULL,"0","M","2012.0","8.0",NULL
"383206832","2011-12-08","0000-00-00",NULL,,NULL,"0","H","2011.0","12.0",NULL
"383236443","2010-08-02","0000-00-00",NULL,,NULL,"0","C","2010.0","8.0",NULL
"383305108","2010-04-23","0000-00-00",NULL,,NULL,"0","H","2010.0","4.0",NULL
"383306825","2011-06-09","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"383307683","2015-10-16","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"383328282","2014-03-11","0000-00-00",NULL,,NULL,"0","C","2014.0","3.0",NULL
"383340299","2014-07-10","0000-00-00",NULL,,NULL,"0","C","2014.0","7.0",NULL
"383355748","2017-02-09","0000-00-00",NULL,,NULL,"0","H","2017.0","2.0",NULL
"383366048","2016-04-24","0000-00-00",NULL,,NULL,"0","C","2016.0","4.0",NULL
"383387076","2016-11-21","0000-00-00",NULL,,NULL,"0","H","2016.0","11.0",NULL
"383411538","2012-02-26","0000-00-00",NULL,,NULL,"0","M","2012.0","2.0",NULL
"383420121","2010-03-23","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"383490073","2016-06-22","0000-00-00",NULL,,NULL,"0","M","2016.0","6.0",NULL
"383501231","2012-06-15","0000-00-00",NULL,,NULL,"0","C","2012.0","6.0",NULL
"383584487","2010-06-01","0000-00-00",NULL,,NULL,"0","L","2010.0","6.0",NULL
"383584916","2012-08-04","0000-00-00",NULL,,NULL,"0","M","2012.0","8.0",NULL
"383646714","2015-05-16","0000-00-00",NULL,,NULL,"0","C","2015.0","5.0",NULL
"383651435","2016-08-01","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"383653151","2010-02-20","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"383662593","2012-07-24","0000-00-00",NULL,,NULL,"0","C","2012.0","7.0",NULL
"383686196","2011-01-18","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"383689200","2011-02-17","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"383701646","2013-08-20","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"383702075","2015-10-24","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"383703792","2016-12-09","0000-00-00",NULL,,NULL,"0","C","2016.0","12.0",NULL
"383732545","2011-03-29","0000-00-00",NULL,,NULL,"0","L","2011.0","3.0",NULL
"383738982","2013-07-31","0000-00-00",NULL,,NULL,"0","L","2013.0","7.0",NULL
"383742845","2010-06-10","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"383752286","2012-11-11","0000-00-00",NULL,,NULL,"0","M","2012.0","11.0",NULL
"383760011","2014-02-27","0000-00-00",NULL,,NULL,"0","C","2014.0","2.0",NULL
"383761727","2015-04-15","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"383763873","2011-01-07","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"383780610","2012-07-24","0000-00-00",NULL,,NULL,"0","M","2012.0","7.0",NULL
"383793485","2017-03-29","0000-00-00",NULL,,NULL,"0","M","2017.0","3.0",NULL
"383802926","2012-02-03","0000-00-00",NULL,,NULL,"0","M","2012.0","2.0",NULL
"383812797","2016-09-09","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"383853566","2011-04-28","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"383859145","2016-11-18","0000-00-00",NULL,,NULL,"0","L","2016.0","11.0",NULL
"383867299","2012-10-12","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"383873307","2012-12-11","0000-00-00",NULL,,NULL,"0","H","2012.0","12.0",NULL
"383884894","2011-02-06","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"383896911","2011-06-07","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"383902919","2011-08-06","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"383912360","2014-01-07","0000-00-00",NULL,,NULL,"0","L","2014.0","1.0",NULL
"383941972","2012-09-01","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"383953130","2016-03-21","0000-00-00",NULL,,NULL,"0","C","2016.0","3.0",NULL
"383992612","2011-11-24","0000-00-00",NULL,,NULL,"0","M","2011.0","11.0",NULL
"384005486","2016-07-30","0000-00-00",NULL,,NULL,"0","H","2016.0","7.0",NULL
"384008491","2016-08-29","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"384033811","2016-04-10","0000-00-00",NULL,,NULL,"0","H","2016.0","4.0",NULL
"384037673","2013-02-19","0000-00-00",NULL,,NULL,"0","H","2013.0","2.0",NULL
"384080588","2011-01-26","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"384081447","2015-06-03","0000-00-00",NULL,,NULL,"0","H","2015.0","6.0",NULL
"384108483","2016-03-01","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"384113633","2011-12-24","0000-00-00",NULL,,NULL,"0","C","2011.0","12.0",NULL
"384131658","2012-06-22","0000-00-00",NULL,,NULL,"0","H","2012.0","6.0",NULL
"384164702","2013-05-19","0000-00-00",NULL,,NULL,"0","C","2013.0","5.0",NULL
"384220492","2015-12-31","0000-00-00",NULL,,NULL,"0","H","2015.0","12.0",NULL
"384292161","2015-10-21","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"384297740","2013-10-17","0000-00-00",NULL,,NULL,"0","L","2013.0","10.0",NULL
"384300315","2011-09-13","0000-00-00",NULL,,NULL,"0","C","2011.0","9.0",NULL
"384338939","2010-08-07","0000-00-00",NULL,,NULL,"0","L","2010.0","8.0",NULL
"384346663","2011-11-22","0000-00-00",NULL,,NULL,"0","H","2011.0","11.0",NULL
"384378421","2013-11-05","0000-00-00",NULL,,NULL,"0","H","2013.0","11.0",NULL
"384378850","2016-01-09","0000-00-00",NULL,,NULL,"0","C","2016.0","1.0",NULL
"384415328","2011-08-14","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"384416615","2010-07-27","0000-00-00",NULL,,NULL,"0","C","2010.0","7.0",NULL
"384440648","2011-03-26","0000-00-00",NULL,,NULL,"0","M","2011.0","3.0",NULL
"384445369","2012-06-10","0000-00-00",NULL,,NULL,"0","C","2012.0","6.0",NULL
"384445798","2014-08-14","0000-00-00",NULL,,NULL,"0","L","2014.0","8.0",NULL
"384469401","2013-02-06","0000-00-00",NULL,,NULL,"0","H","2013.0","2.0",NULL
"384486567","2016-10-26","0000-00-00",NULL,,NULL,"0","C","2016.0","10.0",NULL
"384502875","2016-03-09","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"384505021","2011-12-02","0000-00-00",NULL,,NULL,"0","C","2011.0","12.0",NULL
"384520041","2012-05-01","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"384528625","2010-05-27","0000-00-00",NULL,,NULL,"0","M","2010.0","5.0",NULL
"384549653","2010-12-25","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"384560382","2012-05-10","0000-00-00",NULL,,NULL,"0","M","2012.0","5.0",NULL
"384578835","2015-01-11","0000-00-00",NULL,,NULL,"0","L","2015.0","1.0",NULL
"384585702","2011-12-21","0000-00-00",NULL,,NULL,"0","M","2011.0","12.0",NULL
"384597718","2012-04-20","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"384617459","2013-12-04","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"384619605","2017-03-25","0000-00-00",NULL,,NULL,"0","L","2017.0","3.0",NULL
"384623038","2011-12-01","0000-00-00",NULL,,NULL,"0","L","2011.0","12.0",NULL
"384626471","2014-03-05","0000-00-00",NULL,,NULL,"0","M","2014.0","3.0",NULL
"384633338","2011-02-12","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"384636771","2013-05-17","0000-00-00",NULL,,NULL,"0","H","2013.0","5.0",NULL
"384637200","2015-07-21","0000-00-00",NULL,,NULL,"0","H","2015.0","7.0",NULL
"384640204","2015-08-20","0000-00-00",NULL,,NULL,"0","H","2015.0","8.0",NULL
"384652650","2010-07-26","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"384655225","2016-01-18","0000-00-00",NULL,,NULL,"0","M","2016.0","1.0",NULL
"384663808","2014-02-13","0000-00-00",NULL,,NULL,"0","L","2014.0","2.0",NULL
"384671962","2010-01-06","0000-00-00",NULL,,NULL,"0","H","2010.0","1.0",NULL
"384675395","2012-04-10","0000-00-00",NULL,,NULL,"0","C","2012.0","4.0",NULL
"384687840","2014-10-12","0000-00-00",NULL,,NULL,"0","H","2014.0","10.0",NULL
"384720027","2011-05-03","0000-00-00",NULL,,NULL,"0","C","2011.0","5.0",NULL
"384724318","2010-05-16","0000-00-00",NULL,,NULL,"0","M","2010.0","5.0",NULL
"384739339","2010-10-14","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"384739768","2012-12-17","0000-00-00",NULL,,NULL,"0","L","2012.0","12.0",NULL
"384756934","2016-09-05","0000-00-00",NULL,,NULL,"0","H","2016.0","9.0",NULL
"384774529","2014-12-31","0000-00-00",NULL,,NULL,"0","L","2014.0","12.0",NULL
"384841477","2013-08-05","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"384845340","2010-06-15","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"384865939","2016-06-06","0000-00-00",NULL,,NULL,"0","L","2016.0","6.0",NULL
"384883964","2016-12-04","0000-00-00",NULL,,NULL,"0","C","2016.0","12.0",NULL
"384888684","2010-07-25","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"384905850","2014-04-13","0000-00-00",NULL,,NULL,"0","C","2014.0","4.0",NULL
"384909713","2011-02-21","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"384932458","2012-11-06","0000-00-00",NULL,,NULL,"0","L","2012.0","11.0",NULL
"384975373","2010-10-13","0000-00-00",NULL,,NULL,"0","C","2010.0","10.0",NULL
"384980952","2016-05-06","0000-00-00",NULL,,NULL,"0","H","2016.0","5.0",NULL
"384984385","2011-01-12","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"385008847","2013-11-12","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"385021722","2010-12-22","0000-00-00",NULL,,NULL,"0","M","2010.0","12.0",NULL
"385035455","2012-06-07","0000-00-00",NULL,,NULL,"0","C","2012.0","6.0",NULL
"385055625","2016-03-26","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"385057771","2011-12-19","0000-00-00",NULL,,NULL,"0","C","2011.0","12.0",NULL
"385071504","2013-06-04","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"385073649","2016-09-23","0000-00-00",NULL,,NULL,"0","C","2016.0","9.0",NULL
"385083091","2011-07-31","0000-00-00",NULL,,NULL,"0","C","2011.0","7.0",NULL
"385175788","2011-12-19","0000-00-00",NULL,,NULL,"0","M","2011.0","12.0",NULL
"385219132","2012-01-28","0000-00-00",NULL,,NULL,"0","L","2012.0","1.0",NULL
"385225999","2016-08-03","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"385237157","2012-07-27","0000-00-00",NULL,,NULL,"0","H","2012.0","7.0",NULL
"385250890","2014-01-11","0000-00-00",NULL,,NULL,"0","L","2014.0","1.0",NULL
"385313546","2013-08-02","0000-00-00",NULL,,NULL,"0","C","2013.0","8.0",NULL
"385318696","2016-12-22","0000-00-00",NULL,,NULL,"0","H","2016.0","12.0",NULL
"385320413","2010-07-13","0000-00-00",NULL,,NULL,"0","L","2010.0","7.0",NULL
"385353887","2013-08-12","0000-00-00",NULL,,NULL,"0","H","2013.0","8.0",NULL
"385368907","2014-01-10","0000-00-00",NULL,,NULL,"0","M","2014.0","1.0",NULL
"385398089","2010-07-02","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"385407960","2015-02-06","0000-00-00",NULL,,NULL,"0","C","2015.0","2.0",NULL
"385473191","2012-07-25","0000-00-00",NULL,,NULL,"0","H","2012.0","7.0",NULL
"385520827","2011-09-17","0000-00-00",NULL,,NULL,"0","H","2011.0","9.0",NULL
"385541427","2010-02-11","0000-00-00",NULL,,NULL,"0","L","2010.0","2.0",NULL
"385600221","2012-10-23","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"385623824","2011-04-19","0000-00-00",NULL,,NULL,"0","L","2011.0","4.0",NULL
"385628974","2014-09-07","0000-00-00",NULL,,NULL,"0","C","2014.0","9.0",NULL
"385645711","2016-03-23","0000-00-00",NULL,,NULL,"0","L","2016.0","3.0",NULL
"385649144","2010-11-29","0000-00-00",NULL,,NULL,"0","M","2010.0","11.0",NULL
"385660302","2014-06-19","0000-00-00",NULL,,NULL,"0","C","2014.0","6.0",NULL
"385715234","2012-09-23","0000-00-00",NULL,,NULL,"0","L","2012.0","9.0",NULL
"385715663","2014-11-26","0000-00-00",NULL,,NULL,"0","M","2014.0","11.0",NULL
"385748708","2015-10-24","0000-00-00",NULL,,NULL,"0","C","2015.0","10.0",NULL
"385776174","2011-02-27","0000-00-00",NULL,,NULL,"0","H","2011.0","2.0",NULL
"385781753","2016-09-20","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"385844409","2016-04-12","0000-00-00",NULL,,NULL,"0","L","2016.0","4.0",NULL
"385906636","2013-08-30","0000-00-00",NULL,,NULL,"0","C","2013.0","8.0",NULL
"385940968","2013-07-10","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"386027657","2013-09-28","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"386039245","2011-11-24","0000-00-00",NULL,,NULL,"0","C","2011.0","11.0",NULL
"386056411","2015-08-13","0000-00-00",NULL,,NULL,"0","M","2015.0","8.0",NULL
"386063706","2014-09-25","0000-00-00",NULL,,NULL,"0","H","2014.0","9.0",NULL
"386076152","2017-03-28","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"386087310","2013-03-21","0000-00-00",NULL,,NULL,"0","L","2013.0","3.0",NULL
"386223781","2015-11-21","0000-00-00",NULL,,NULL,"0","M","2015.0","11.0",NULL
"386261546","2010-06-08","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"386290729","2014-06-26","0000-00-00",NULL,,NULL,"0","H","2014.0","6.0",NULL
"386292874","2010-03-20","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"386297166","2016-10-27","0000-00-00",NULL,,NULL,"0","H","2016.0","10.0",NULL
"386324632","2012-03-03","0000-00-00",NULL,,NULL,"0","M","2012.0","3.0",NULL
"386341798","2015-11-20","0000-00-00",NULL,,NULL,"0","H","2015.0","11.0",NULL
"386395871","2017-05-16","0000-00-00",NULL,,NULL,"0","C","2017.0","5.0",NULL
"386402308","2012-02-21","0000-00-00",NULL,,NULL,"0","C","2012.0","2.0",NULL
"386413037","2013-07-08","0000-00-00",NULL,,NULL,"0","M","2013.0","7.0",NULL
"386420762","2014-10-24","0000-00-00",NULL,,NULL,"0","H","2014.0","10.0",NULL
"386424195","2017-01-25","0000-00-00",NULL,,NULL,"0","C","2017.0","1.0",NULL
"386518609","2011-01-04","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"386536204","2016-11-26","0000-00-00",NULL,,NULL,"0","M","2016.0","11.0",NULL
"386541783","2014-11-22","0000-00-00",NULL,,NULL,"0","L","2014.0","11.0",NULL
"386565387","2013-05-18","0000-00-00",NULL,,NULL,"0","H","2013.0","5.0",NULL
"386574828","2015-10-20","0000-00-00",NULL,,NULL,"0","H","2015.0","10.0",NULL
"386592423","2014-02-13","0000-00-00",NULL,,NULL,"0","L","2014.0","2.0",NULL
"386606156","2015-07-31","0000-00-00",NULL,,NULL,"0","M","2015.0","7.0",NULL
"386617743","2013-09-25","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"386646497","2015-08-10","0000-00-00",NULL,,NULL,"0","L","2015.0","8.0",NULL
"386652505","2015-10-10","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"386653792","2014-09-22","0000-00-00",NULL,,NULL,"0","H","2014.0","9.0",NULL
"386664521","2016-02-07","0000-00-00",NULL,,NULL,"0","C","2016.0","2.0",NULL
"386679542","2016-07-07","0000-00-00",NULL,,NULL,"0","H","2016.0","7.0",NULL
"386684262","2010-02-26","0000-00-00",NULL,,NULL,"0","L","2010.0","2.0",NULL
"386691987","2011-06-13","0000-00-00",NULL,,NULL,"0","H","2011.0","6.0",NULL
"386692416","2013-08-16","0000-00-00",NULL,,NULL,"0","C","2013.0","8.0",NULL
"386708724","2012-12-27","0000-00-00",NULL,,NULL,"0","C","2012.0","12.0",NULL
"386713445","2014-03-15","0000-00-00",NULL,,NULL,"0","M","2014.0","3.0",NULL
"386724174","2015-07-31","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"386737048","2012-09-08","0000-00-00",NULL,,NULL,"0","C","2012.0","9.0",NULL
"386756789","2014-04-24","0000-00-00",NULL,,NULL,"0","L","2014.0","4.0",NULL
"386855924","2017-01-13","0000-00-00",NULL,,NULL,"0","H","2017.0","1.0",NULL
"386896264","2017-01-23","0000-00-00",NULL,,NULL,"0","M","2017.0","1.0",NULL
"386920297","2010-02-24","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"386927592","2016-11-03","0000-00-00",NULL,,NULL,"0","M","2016.0","11.0",NULL
"386938750","2012-10-27","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"386972224","2015-11-27","0000-00-00",NULL,,NULL,"0","M","2015.0","11.0",NULL
"386974370","2011-08-21","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"386982524","2015-02-09","0000-00-00",NULL,,NULL,"0","H","2015.0","2.0",NULL
"387019431","2012-11-16","0000-00-00",NULL,,NULL,"0","M","2012.0","11.0",NULL
"387020289","2017-03-24","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"387025010","2010-11-12","0000-00-00",NULL,,NULL,"0","L","2010.0","11.0",NULL
"387074363","2011-02-21","0000-00-00",NULL,,NULL,"0","C","2011.0","2.0",NULL
"387095391","2011-09-20","0000-00-00",NULL,,NULL,"0","M","2011.0","9.0",NULL
"387122428","2012-06-17","0000-00-00",NULL,,NULL,"0","L","2012.0","6.0",NULL
"387133157","2013-11-02","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"387168347","2010-06-24","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"387174355","2010-08-23","0000-00-00",NULL,,NULL,"0","M","2010.0","8.0",NULL
"387197959","2016-09-13","0000-00-00",NULL,,NULL,"0","C","2016.0","9.0",NULL
"387204396","2011-06-21","0000-00-00",NULL,,NULL,"0","C","2011.0","6.0",NULL
"387245166","2013-09-02","0000-00-00",NULL,,NULL,"0","C","2013.0","9.0",NULL
"387252032","2010-08-13","0000-00-00",NULL,,NULL,"0","L","2010.0","8.0",NULL
"387261044","2010-11-11","0000-00-00",NULL,,NULL,"0","C","2010.0","11.0",NULL
"387261474","2013-01-14","0000-00-00",NULL,,NULL,"0","L","2013.0","1.0",NULL
"387264049","2010-12-11","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"387267911","2015-05-19","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"387326705","2010-07-03","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"387350738","2011-03-01","0000-00-00",NULL,,NULL,"0","M","2011.0","3.0",NULL
"387354171","2013-06-03","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"387428843","2013-04-24","0000-00-00",NULL,,NULL,"0","L","2013.0","4.0",NULL
"387430131","2012-04-06","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"387450301","2016-01-24","0000-00-00",NULL,,NULL,"0","C","2016.0","1.0",NULL
"387458884","2014-02-19","0000-00-00",NULL,,NULL,"0","H","2014.0","2.0",NULL
"387476480","2012-06-16","0000-00-00",NULL,,NULL,"0","L","2012.0","6.0",NULL
"387486779","2011-08-29","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"387529695","2017-03-01","0000-00-00",NULL,,NULL,"0","L","2017.0","3.0",NULL
"387549436","2011-03-21","0000-00-00",NULL,,NULL,"0","M","2011.0","3.0",NULL
"387556302","2015-09-25","0000-00-00",NULL,,NULL,"0","M","2015.0","9.0",NULL
"387562310","2015-11-24","0000-00-00",NULL,,NULL,"0","M","2015.0","11.0",NULL
"387579476","2012-01-16","0000-00-00",NULL,,NULL,"0","C","2012.0","1.0",NULL
"387585484","2012-03-17","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"387599217","2013-09-01","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"387606513","2012-10-14","0000-00-00",NULL,,NULL,"0","M","2012.0","10.0",NULL
"387606942","2014-12-17","0000-00-00",NULL,,NULL,"0","H","2014.0","12.0",NULL
"387627542","2013-05-13","0000-00-00",NULL,,NULL,"0","L","2013.0","5.0",NULL
"387648999","2016-02-12","0000-00-00",NULL,,NULL,"0","C","2016.0","2.0",NULL
"387661445","2011-01-19","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"387681615","2014-11-07","0000-00-00",NULL,,NULL,"0","L","2014.0","11.0",NULL
"387690627","2015-02-05","0000-00-00",NULL,,NULL,"0","L","2015.0","2.0",NULL
"387768304","2015-01-26","0000-00-00",NULL,,NULL,"0","H","2015.0","1.0",NULL
"387771737","2017-04-29","0000-00-00",NULL,,NULL,"0","H","2017.0","4.0",NULL
"387784183","2012-04-05","0000-00-00",NULL,,NULL,"0","H","2012.0","4.0",NULL
"387801349","2015-12-23","0000-00-00",NULL,,NULL,"0","L","2015.0","12.0",NULL
"387818086","2017-07-09","0000-00-00",NULL,,NULL,"0","M","2017.0","7.0",NULL
"387859714","2016-07-01","0000-00-00",NULL,,NULL,"0","H","2016.0","7.0",NULL
"387880742","2017-01-28","0000-00-00",NULL,,NULL,"0","L","2017.0","1.0",NULL
"387961423","2017-02-17","0000-00-00",NULL,,NULL,"0","C","2017.0","2.0",NULL
"387963569","2012-11-11","0000-00-00",NULL,,NULL,"0","M","2012.0","11.0",NULL
"387979876","2012-03-25","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"387996184","2011-08-06","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"388015067","2016-06-10","0000-00-00",NULL,,NULL,"0","C","2016.0","6.0",NULL
"388102614","2013-06-10","0000-00-00",NULL,,NULL,"0","H","2013.0","6.0",NULL
"388114631","2013-10-08","0000-00-00",NULL,,NULL,"0","M","2013.0","10.0",NULL
"388115060","2015-12-12","0000-00-00",NULL,,NULL,"0","M","2015.0","12.0",NULL
"388133084","2016-06-10","0000-00-00",NULL,,NULL,"0","L","2016.0","6.0",NULL
"388170850","2010-12-27","0000-00-00",NULL,,NULL,"0","L","2010.0","12.0",NULL
"388176429","2016-07-20","0000-00-00",NULL,,NULL,"0","C","2016.0","7.0",NULL
"388208186","2010-12-07","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"388241231","2011-11-04","0000-00-00",NULL,,NULL,"0","M","2011.0","11.0",NULL
"388265264","2012-07-02","0000-00-00",NULL,,NULL,"0","L","2012.0","7.0",NULL
"388278138","2017-03-08","0000-00-00",NULL,,NULL,"0","L","2017.0","3.0",NULL
"388305175","2010-05-09","0000-00-00",NULL,,NULL,"0","H","2010.0","5.0",NULL
